"FECHA","FUENTE","TEXTO","LINK ","ETIQUETA"
"9/8/2023","CRIME","LA MINERIA ILEGAL DE ORO HA SIDO UNA IMPORTANTE FUENTE DE INGRESOS PARA LOS GRUPOS ARMADOS NO ESTATALES EN COLOMBIA DESDE FINALES DE LA DÉCADA DE 1990, CUANDO EL BLOQUE CENTRAL BOLIVAR (BCB) DE LAS AUTODEFENSAS UNIDAS DE COLOMBIA (AUC), UNA ORGANIZACIÓN PARAMILITAR DE DERECHA COMENZÓ A BENEFICIARSE DE LA EXTRACCIÓN DEL MINERAL EN LOS DEPARTAMENTOS DE BOLIVAR Y ANTIOQUIA.","https://www.elespectador.com/ambiente/amazonas/mineria-ilegal-en-el-amazonas-otro-fenomeno-que-agudizo-la-pandemia-noticias-colombia/","MINERIA ILEGAL"
"1/27/2023","INFOBAE ","LA DEFORESTACIÓN AVANZA PARALELA A LA TROCHA GANADERA, UNA CARRETERA QUE CONSTRUYÓ LA EXGUERRILLA FARC EN LA RESERVA DEL PARQUE NACIONAL NATURAL SERRANIA DE LA MACARENA, PARA FACILITAR EL MOVIMIENTO DE TROPAS Y COCAINA.ASIMISMO, INFORMARON QUE DURANTE EL 2020, DESTRUYERON 140.000 HECTÁREAS DE LA AMAZONIA COLOMBIANA, LO QUE EQUIVALE A UNOS 20 CAMPOS DE FÚTBOL CADA HORA, SEGÚN DATOS RECOPILADOS POR LA UNIVERSIDAD DE MARYLAND. ESO ES MÁS DEL TRIPLE DEL NIVEL EN 2015, EL AÑO ANTES DE QUE LAS FARC ACORDARON DEJAR DE LADO MEDIO SIGLO DE COMBATES.","https://www.infobae.com/america/colombia/2022/01/27/narcotrafico-ganaderia-y-deforestacion-el-amazonas-la-gran-victima-de-los-dialogos-de-paz-en-colombia/","OTROS"
"5/9/2023","EL COLOMBIANO ","ÁRBOLES DEL AMAZONAS ESTÁN EN MAYOR RIESGO DE MORTALIDAD POR SEQUIA

LAS SEQUIAS ESTÁN DEBILITANDO ESPECIALMENTE LOS BOSQUES DEL AMAZONAS OCCIDENTAL Y MERIDIONAL. ESTAS DIFERENCIAS EN LA RESISTENCIA A LOS CAMBIOS EN LAS CONDICIONES HIDRICAS HACEN QUE, ENTRE LOS SITIOS MÁS AFECTADOS, SE ENCUENTRE EL ESTADO DE MATO GROSSO, EN BRASIL (EN PARTICULAR, RIO BRANCO EN ACRE Y NOVA XAVANTINA). EN ESTAS ZONAS, EL CAMBIO EN EL RÉGIMEN DE LLUVIAS Y EL AUMENTO DE TEMPERATURAS YA HA LLEVADO A LOS ÁRBOLES AL LIMITE DE SU CAPACIDAD DE ADAPTACIÓN, LO QUE LES PODRIA PROVOCAR EMBOLIAS (EN EL COMPLEJO VASCULAR, BAJO LA CORTEZA DE LOS TRONCOS) E INCLUSO LA MUERTE.
","https://www.elcolombiano.com/medio-ambiente/arboles-de-la-amazonia-estan-en-riesgo-de-desaparecer-por-la-sequia-que-causa-deforestacion-y-cambio-climatico-JD21334683","DEFORESTACION"
"4/15/2023","EL COLOMBIANO ","DISIDENTES DE LAS FARC Y BANDAS BRASILERAS DOMINAN EL NARCOTRÁFICO DEL AMAZONAS
LOS DISIDENTES DE LAS FARC PREGUNTABAN POR LA UBICACIÓN DE 450 KILOS DE MARIHUANA DE VARIEDAD CRIPA, QUE ESTABAN OCULTOS EN ALGÚN LUGAR DEL VASTO AMAZONAS. EL TRAFICANTE SE NEGABA A ENTREGAR EL BOTIN Y SOPORTÓ DURANTE OCHO HORAS LOS MÁS CRUELES CASTIGOS. EL EPISODIO OCURRIÓ EN LA PEDRERA, UN CASERIO ENCLAVADO EN LA JUNGLA, EN LIMITES DE LOS DEPARTAMENTOS DE AMAZONAS Y VAUPÉS. AL TRAFICANTE LO SECUESTRARON Y LO LLEVARON A UN KIOSKO DE LA COMUNIDAD INDIGENA BACURI, DONDE PASÓ LA NOCHE ENTRE EL 24 Y EL 25 DE MARZO DEL AÑO PASADO, AL ARRULLO DE LOS INTERROGATORIOS, LOS IMPROPERIOS Y LAS PALIZAS.
","https://www.elcolombiano.com/colombia/disidentes-de-las-farc-y-bandas-brasileras-dominan-el-narcotrafico-del-amazonas-PA21120816","OTROS"
"3/7/2023","EL COLOMBIANO ","LA AMAZONIA PODRIA PERDER 2,1 MILLONES DE HECTÁREAS DE BOSQUE AL 2040, SI NO SE ACTÚA YA.
EL INSTITUTO AMAZÓNICO DE INVESTIGACIONES CIENTIFICAS (SINCHI) PUBLICÓ ESTE LUNES UN ESTUDIO QUE NO TIENE PRECEDENTES. LOS INVESTIGADORES CREARON UN MODELO PREDICTIVO HASTA EL AÑO 2040, QUE BUSCABA RESPONDER A LA PREGUNTA DE CUÁL SERÁ EL FUTURO DE LOS BOSQUES DE LA AMAZONIA COLOMBIANA EN DISTINTOS ESCENARIOS DE DESARROLLO BAJO LA ACTUAL ETAPA DE POSTCONFLICTO.
EL MODELO DE PREDICCIÓN ESTUDIÓ TRES ESCENARIOS POSIBLES COMO RUTAS DE DESARROLLO PARA ESTA REGIÓN, A LOS QUE DENOMINÓ: TENDENCIAL, EXTRACTIVISTA Y DESARROLLO SOSTENIBLE.
EN EL ESCENARIO TENDENCIAL ES CÓMO ESTÁN LAS COSAS ACTUALMENTE; ES DECIR, QUE SI EN 20 AÑOS SE SIGUIERAN TENIENDO LAS MISMAS ACTUACIONES EN EL TERRITORIO Y NO SE IMPLEMENTARAN LAS POLITICAS DE CONTROL SOBRE LA DEFORESTACIÓN Y OTROS FACTORES QUE AFECTAN LA DEGRADACIÓN DE LOS BOSQUES, EL MODELO DEMOSTRÓ QUE SI ESTO CONTINUA ASI SE PODRIAN PERDER AL MENOS 2,1 MILLONES DE HECTÁREAS DE BOSQUE A 2040.
","https://www.elcolombiano.com/colombia/amazonia-colombiana-podria-perder-millones-de-bosque-BN20698108","DEFORESTACION"
"12/20/2021","EL COLOMBIANO ","LA AMAZONIA SE ROMPE CON 20.000 KILÓMETROS DE VIAS ILEGALES
LA DESTRUCCIÓN DE LOS BOSQUES DE LA AMAZONIA HA SIDO OCASIONADA, EN GRAN MEDIDA, POR LA CONSTRUCCIÓN DE AL MENOS 20.000 KILÓMETROS DE VIAS ILEGALES QUE ROMPEN ÁREAS PROTEGIDAS DE LA SELVA Y QUE SON, EN SU MAYORIA, CAUSANTES DEL SALTO EN DEFORESTACIÓN QUE SE REGISTRÓ EN TODA LA REGIÓN: PASÓ DE 101.395 HECTÁREAS ARRASADAS EN 2019 A 113.945 EN 2020 SEGÚN DATOS DE LA FUNDACIÓN PARA LA CONSERVACIÓN Y EL DESARROLLO SOSTENIBLE (FCDS). EL PROBLEMA CON LA CONSTRUCCIÓN DE LAS VIAS ES QUE, DESPUÉS DE SU APARICIÓN, SE GENERAN NUEVAS AFECTACIONES AL TERRITORIO QUE LAS RODEA. ASI LO ESTABLECIÓ LA FISCALIA EN EL ÁREA PROTEGIDA NUKAK MAKÚ, PARTE DE LA CAPITAL DEL GUAVIARE, EN DONDE LA CONSTRUCCIÓN COINCIDE CON EL INCREMENTO DE LA DEFORESTACIÓN EN LA RESERVA FORESTAL Y EN EL RESGUARDO INDIGENA. POR ESE MOTIVO, EL ENTE DESHABILITÓ LA VIA TERRESTRE, DESPUÉS DE RECIBIR AUTORIZACIÓN DE UN JUEZ MUNICIPAL.
","https://www.elcolombiano.com/colombia/la-amazonia-se-rompe-con-20000-kilometros-de-vias-ilegales-JF16201190https://www.elcolombiano.com/colombia/la-amazonia-se-rompe-con-20000-kilometros-de-vias-ilegales-JF16201190","DEFORESTACION"
"11/29/2021","EL COLOMBIANO ","YA HASTA LOS PECES DE AMAZONAS TIENEN MICROPLÁSTICO EN SU INTERIOR
ESTA SEMANA, GRACIAS A UN ESTUDIO DEL INSTITUTO DE INVESTIGACIONES DE LA AMAZONIA PERUANA, SE ENCONTRÓ POR PRIMERA VEZ LA INGESTIÓN DE MICROPLÁSTICOS EN ORGANISMOS DE LA ESPECIE DE PEZ CONOCIDA COMO BOQUICHICO, EN LA SELVÁTICA REGIÓN DE LORETO, SEGÚN INFORMÓ EL MINISTERIO PERUANO DEL AMBIENTE A TRAVÉS DE UN COMUNICADO. LOS CIENTIFICOS A CARGO DEL ESTUDIO ADVIRTIERON DE QUE LOS RESULTADOS ESTARIAN SUGIRIENDO QUE ALGUNAS ZONAS DE PESCA ESTÁN SUFRIENDO LA MALA GESTIÓN DE LOS RESIDUOS PLÁSTICOS, IMPACTANDO DE FORMA NEGATIVA EN LOS ECOSISTEMAS Y LA ICTIOFAUNA DE LA REGIÓN Y QUE, A TRAVÉS DEL CONSUMO, PODRIA AFECTAR A LA SALUD DE LAS PERSONAS.
","https://www.elcolombiano.com/tendencias/hallan-por-primera-vez-microplasticos-en-peces-de-la-amazonia-peruana-AO16094712","CONTAMINACION"
"4/30/2021","EL COLOMBIANO ","AMAZONIA SUFRE POR DEFORESTACIÓN
EL MÁS RECIENTE BOLETIN DE DETECCIÓN TEMPRANA DE LA DEFORESTACIÓN, EMITIDO POR EL IDEAM, REVELA QUE CASI EL 85% DE LA DEFORESTACIÓN QUE TUVO LUGAR ENTRE OCTUBRE Y DICIEMBRE DE 2019 OCURRIÓ EN LA AMAZONIA. EN TOTAL SE VIERON AFECTADAS DE 28,000 HECTÁREAS.DE ACUERDO CON EL IDEAM EL PRINCIPAL NÚCLEO DE AFECTACIÓN EN ESTE TRIMESTRE (OCTUBRE-DICIEMBRE) SE PRESENTÓ EN EL NOROCCIDENTE DEL GUAVIARE, ESPECIALMENTE EN EL ÁREA DE INFLUENCIA DE LA DENOMINADA “MARGINAL DE LA SELVA”, AL SUR DEL RIO GUAYABERO. “LA EXPANSIÓN Y CONSOLIDACIÓN DE LA INFRAESTRUCTURA VIAL INFORMAL CONTINÚA SIENDO EL PRINCIPAL FACTOR DE LA PÉRDIDA DE BOSQUE. ESTA DINÁMICA DE INTERVENCIÓN LA PROMUEVEN PRINCIPALMENTE GRUPOS ARMADOS ILEGALES E INVERSIONISTAS AJENOS A LA REGIÓN”, SEÑALA EL INFORME.
","https://www.elcolombiano.com/medio-ambiente/amazonia-sufre-por-deforestacion-AL12914271","DEFORESTACION"
"3/11/2022","EL COLOMBIANO ","LA AMAZONIA PODRIA CONVERTIRSE EN UNA SABANA EN 50 AÑOS, SEGÚN ESTUDIO
EL CALENTAMIENTO Y LOS DAÑOS MEDIOAMBIENTALES ESTÁN LLEVANDO A LA AMAZONIA A UN PUNTO DE NO RETORNO QUE PODRIA CONVERTIR, EN MEDIO SIGLO, A UNO DE LOS MAYORES ECOSISTEMAS DEL MUNDO EN UNA ÁRIDA SABANA, ADVIRTIÓ UN ESTUDIO EN LA REVISTA NATURE COMMUNICATIONS.
","https://www.elcolombiano.com/internacional/la-amazonia-podria-convertirse-en-una-sabana-por-danos-al-medio-ambiente-segun-estudio-JF12602964","DEFORESTACION"
"1/1/1970","EL TEMPO","LAS REGIONES DEL AMAZONAR MAS EXPUESTAS AL CAMBIO CLIMATICO LA AMAZONIA ESTÁ AMENAZADA POR MÚLTIPLES FACTORES DE ESTRÉS, COMO LA DEFORESTACIÓN Y EL CLIMA. COMPRENDER LOS LIMITES DE ESTRÉS QUE PUEDEN SOPORTAR ESTOS BOSQUES ES UN RETO CIENTIFICO DE PRIMER ORDEN. NUESTRO ESTUDIO APORTA NUEVOS CONOCIMIENTOS SOBRE LOS LIMITES DE LA RESISTENCIA DE LOS BOSQUES A UNO DE LOS PRINCIPALES FACTORES DE ESTRÉS: LA SEQUIA, EN ALGUNAS ZONAS DE LA AMAZONIA YA SE HAN PRODUCIDO CAMBIOS EN EL RÉGIMEN DE LLUVIAS. EN EL SUR DE LA AMAZONIA HAY PRUEBAS DE QUE LA ESTACIÓN SECA SE HA ALARGADO, Y LAS TEMPERATURAS EN ESTA REGIÓN HAN AUMENTADO MÁS QUE EN OTRAS PARTES DE LA AMAZONIA. LOS CAMBIOS EN EL SUR DE LA AMAZONIA SE DEBEN EN PARTE A LA DEFORESTACIÓN EXTENSIVA.","https://www.eltiempo.com/vida/medio-ambiente/las-regiones-de-la-amazonia-mas-expuestas-al-cambio-climatico-765428","DEFORESTACION"
"10/27/2021","LA SEMANA ","EXPLOTACIÓN PETROLERA QUEDARIA PROHIBIDA EN LA AMAZONIA
EN EL CONGRESO DE LA REPÚBLICA EMPEZÓ A AVANZAR UNA REFORMA CONSTITUCIONAL QUE BUSCA PONERLE FRENO A LA EXPLOTACIÓN PETROLERA EN LA AMAZONIA COLOMBIANA. DESPUÉS DE VARIAS HORAS DE DISCUSIÓN, LOS CONGRESISTAS DIERON VIA LIBRE EN PRIMER DEBATE A ESTA INICIATIVA QUE BUSCA PROTEGER EL MEDIO AMBIENTE. EL REPRESENTANTE DEL PARTIDO LIBERAL, HARRY GONZÁLEZ, ASEGURÓ QUE EL 20 POR CIENTO DEL TOTAL DE OXIGENO DEL PLANETA PROVIENE DE LA SELVA AMAZÓNICA POR LO QUE ES FUNDAMENTAL SU PROTECCIÓN Y FRENAR LAS ACTIVIDADES PETROLERAS. ADEMÁS, DIJO DURANTE EL DEBATE, QUE LA AMAZONIA CUENTA CON MÁS DE 390.000 MILLONES DE ÁRBOLES QUE DEBEN SER PROTEGIDOS.
","https://www.semana.com/nacion/articulo/explotacion-petrolera-quedaria-prohibida-en-la-amazonia/202135/","MINERIA ILEGAL"
"4/9/2023","EL TIEMPO","EL AUMENTO DE LA MINERIA ILEGAL AMENAZA A UN PUEBLO DEL AMAZONAS EN AISLAMIENTO
DESDE QUE COMENZÓ LA PANDEMIA LA MINERIA ILEGAL EN LA AMAZONIA COLOMBIANA HA INCREMENTADO. ADEMÁS DE LAS PROBLEMÁTICAS AMBIENTALES QUE TRAE EL MERCURIO UTILIZADO EN ESTAS ACTIVIDADES, MONITOREOS SATELITALES EVIDENCIARON QUE DESDE 2020 HA AUMENTADO MÁS DEL 1.000 % SOBRE EL RIO PURÉ Y LOS MINEROS TIENEN ENCLAVES EN EL PARQUE NACIONAL NATURAL RIO PURÉ, A POCOS KILÓMETROS DE UN PUEBLO EN AISLAMIENTO. DURANTE 2020, MIENTRAS LAS FRONTERAS DE LOS PAISES ESTABAN CERRADAS Y AUMENTABAN LAS CIFRAS DE CONTAGIOS DE COVID-19, LA PRESENCIA DE LA MINERIA ILEGAL ENTRE COLOMBIA Y BRASIL GANÓ VARIOS KILÓMETROS. LAS IMPLICACIONES DE ESTA PRÁCTICA, QUE USA CONTAMINANTES COMO EL MERCURIO, SON GRAVES PARA LOS RIOS Y LA SALUD DE LAS COMUNIDADES CIRCUNDANTES.
","https://www.elespectador.com/ambiente/amazonas/el-aumento-de-la-mineria-ilegal-amenaza-a-un-pueblo-del-amazonas-en-aislamiento/","MINERIA ILEGAL"
"6/3/2023","SEMANA ","MÁS DE 30 HECTÁREAS AFECTADAS, LA DESAPARICIÓN DE UNA QUEBRADA Y LA CONTAMINACIÓN DE VARIAS FUENTES HIDRICAS ES EL COSTO MEDIOAMBIENTAL QUE DEJA LA EXPLOTACIÓN DE ESTE YACIMIENTO DE ORO A CIELO ABIERTO. NUEVE PERSONAS FUERON DETENIDAS, SU NOCIVO IMPACTO AMBIENTAL, POR TANTO, TAMPOCO DA TREGUA. UN EJEMPLO DE SU IMPLACABLE EFECTO SOBRE EL MEDIOAMBIENTE FUE EL QUE ENCONTRARON EN LAS ÚLTIMAS HORAS TROPAS DEL BATALLÓN DE ARTILLERIA Nº. 27, DE LA VIGÉSIMA SÉPTIMA BRIGADA DEL EJÉRCITO NACIONAL, EN LA VEREDA CONOCIDA COMO LAS MINAS, DEL CORREGIMIENTO DE PUERTO UMBRIA, EN EL MUNICIPIO DE VILLAGARZÓN (PUTUMAYO), ALLI NO SOLO RESULTARON AFECTADAS CERCA DE 30 HECTÁREAS DE VEGETACIÓN NATIVA POR CUENTA DE UNA MINA DE ORO A CIELO ABIERTO, SINO ADEMÁS UNA QUEBRADA, LA CUAL -SEGÚN LAS AUTORIDADES- PRÁCTICAMENTE DESAPARECIÓ. ","https://www.semana.com/medio-ambiente/articulo/destruyen-gigantesco-complejo-de-mineria-ilegal-en-putumayo-i-colombia-hoy/54100/","MINERIA ILEGAL"
"7/19/2021","MONGABAY","LA MINERIA EN LOS RIOS DE ESTA ZONA NO ES ILEGAL SOLO PORQUE CAREZCA DE PERMISOS Y TITULOS. TAMBIÉN LO ES PORQUE VIOLA LAS LEYES DE ORIGEN DE LOS PUEBLOS INDIGENAS AMAZÓNICOS COMO LOS BORA MIRAÑA, MAKUNA, UITOTO Y ADUCHE, A LO LARGO DE LAS CUENCAS. SEGÚN SU COSMOGONIA, SON LOS ESPIRITUS GUARDIANES DEL AGUA LOS ÚNICOS QUE PUEDEN AUTORIZAR LA EXTRACCIÓN DEL ORO. A ELLOS NADIE LES HA VUELTO A PREGUNTAR “Y POR ESO ES QUE LLEGAN LAS DESGRACIAS”, AFIRMA LA LIDERESA UITOTO NAZARETH CABRERA.
“LOS DINEROS DE LA MINERIA SALEN DE LOS LUGARES EN DONDE SE EXPLOTA. LO QUE SI QUEDAN SON LAS CONSECUENCIAS AMBIENTALES Y SOCIALES”,  EXPLICA MARIA CAMILA MUNAR, ASESORA DE LA FUNDACIÓN GAIA AMAZONAS.

","https://es.mongabay.com/2021/07/mineria-ilegal-en-el-rio-caqueta-continua-el-peligro-para-los-indigenas-amazonicos-de-colombia/","MINERIA ILEGAL"
"5/9/2023","LAS 2 ORILLAS","LA TALA ILEGAL, LA GANADERIA Y LA EXPANSIÓN DE TIERRAS AGRICOLAS HAN DESTRUIDO UN 75 % DE LOS BOSQUES DEL DEPARTAMENTO EN LAS ÚLTIMAS DÉCADAS, LA DEFORESTACIÓN Y EL CONFLICTO HAN SIDO DOS DE LOS PROBLEMAS MÁS SIGNIFICATIVOS QUE HAN AFECTADO DURANTE DÉCADAS AL DEPARTAMENTO DE CAQUETÁ, COMO OTRAS REGIONES DEL SUR DEL PAIS, CAQUETÁ HA SIDO SITIO DE VIOLENCIA INTENSA Y DEGRADACIÓN AMBIENTAL, CON AMBOS PROBLEMAS QUE, A MENUDO, SE INTERCEPTAN Y EXACERBAN EL UNO AL OTRO, LA DEFORESTACIÓN ES UNO DE LAS DIFICULTADES AMBIENTALES MÁS IMPORTANTES EN COLOMBIA, YA QUE EL PAIS PIERDE UN ESTIMADO DE 220.000 HECTÁREAS DE BOSQUE AL AÑO, PERO EN CAQUETÁ, LA DEFORESTACIÓN HA SIDO PARTICULARMENTE GRAVE.","https://www.las2orillas.co/por-que-esta-desatada-la-deforestacion-en-caqueta/","DEFORESTACION"
"6/23/2020","RCN RADIO ","SIN EL SERVICIO DE ACUEDUCTO SE ENCUENTRAN LOS MUNICIPIOS DE CURILLO, SOLITA Y SOLANO, EN EL SUR DEL CAQUETÁ, LUEGO DE QUE, A TRAVÉS DE REDES SOCIALES, CIRCULARAN IMÁGENES EN LAS QUE SE ENVIDENCIABAN UNA MANCHA DE PETRÓLEO QUE CAYÓ AL RIO CAQUETÁ, FRENTE A ESTA SITUACIÓN, EL DIRECTOR TERRITORIAL DE CORPOAMAZONIA, MARIO ÁNGEL BARÓN, MANIFESTÓ QUE LA EMERGENCIA AMBIENTAL SE HABRIA GENERADO POR LA PERFORACIÓN DE UNA LINEA DE CONDUCCIÓN DE PETRÓLEO, EN LA ZONA BAJA DEL VECINO DEPARTAMENTO DEL PUTUMAYO.","https://www.rcnradio.com/colombia/llanos/derrame-de-petroleo-dejo-tres-municipios-del-caqueta-sin-agua-potable","MINERIA ILEGAL"
"8/29/2020","EFE:","A PESAR DE QUE LA DEFORESTACIÓN ESTÁ PROHIBIDA EN EL GUAVIARE POR EL ESTADO COLOMBIANO Y LAS DISIDENCIAS, LA SELVA AMAZÓNICA, QUE OCUPA PRÁCTICAMENTE LA TOTALIDAD DEL TERRITORIO, SIGUE MENGUANDO AÑO A AÑO, AGONIZANDO ENTRE LLAMAS, Y DANDO PASO A UN INMENSO POTRERO.


CUESTA PENSAR EN QUE EN ALGÚN MOMENTO TODO ESTUVIERA LLENO DE SELVA, COMO CUENTAN LOS HABITANTES DEL GUAVIARE, PUES LOS PARCHES “TUMBADOS”, CUADRADOS PERFECTOS DE BOSQUE QUEMADO Y DEFORESTADO, SE PUEDEN APRECIAR DESDE EL AIRE PERO, SOBRE TODO, TRANSITANDO LAS “TROCHAS” (CAMINOS) QUE CONECTAN MUNICIPIOS Y VEREDAS EN LAS QUE EL OJO NO ALCANZA A VER DÓNDE ACABAN LOS POTREROS DE CIENTOS DE HECTÁREAS EN LOS QUE CONTRASTA LA POCA CANTIDAD DE VACAS.

","https://efe.com/mundo/2022-08-29/guaviare-selva-deforestacion-llamas-vacas/","DEFORESTACION"
"10/17/2019","SEMANA ","LA AMAZONIA COLOMBIANA CONCENTRÓ MÁS DEL 57% DE LAS ALERTAS TEMPRANAS POR DEFORESTACIÓN QUE ACABAN DE SER PUBLICADAS POR EL IDEAM. LA MACARENA, SIERRA NEVADA DE SANTA MARTA Y CHIRIBIQUETE FUERON LOS PARQUES NACIONALES MÁS AFECTADOS POR LA MOTOSIERRA, EN EL PRIMER TRIMESTRE, ESTE DEPARTAMENTO PERDIÓ MÁS DE 14.000 HECTÁREAS BOSCOSAS Y CONCENTRÓ 24,3 POR CIENTO DE LAS ALERTAS TEMPRANAS POR DEFORESTACIÓN, CIFRA QUE EN EL MISMO PERIODO DE 2018 FUE DEL 12,1 POR CIENTO. EL IDEAM IDENTIFICÓ 305 PARCHES CON ÁREAS SUPERIORES A LAS 10 HECTÁREAS, DE LOS CUALES 13 SUPERARON LAS 50 HECTÁREAS. ","https://www.semana.com/impacto/articulo/el-ideam-alerto-sobre-la-deforestacion-que-afecta-a-guaviare/47114/","DEFORESTACION"
"5/6/2020","CARACOL RADIO","SIN IMPORTAR LA PROFUNDIDAD Y LA CORRIENTE DEL RIO GUAVIARE, MINEROS DE SUBSISTENCIA ARRIESGAN SU VIDA A DIARIO EN LAS AGUAS, SIN QUE NINGUNA AUTORIDAD LEGAL MEDIE PARA PROTEGER ESTE SECTOR DE LA ECONOMIA INFORMAL, UN SIN NUMERO DE PERSONAS LLEGAN A PUERTO TOLIMA DESDE MUY TEMPRANO A RECOLECTAR GRAVILLA DESDE LA PROFUNDIDAD DEL CAUDALOSO RIO CON UN BALDE CON EL CUAL SE INTRODUCEN HASTA EL FONDO PARA PESCAR EL MATERIAL Y ARROJARLO EN UNA CANOA, POR CADA METRO CUBICO RECIBEN 10.000 PESOS Y EN EL DIA PUEDEN LLEGAR A CONSEGUIR UNOS 50.000 PESOS PARA ALIMENTAR SU FAMILIA.","https://caracol.com.co/radio/2020/06/06/regional/1591394868_365377.html","MINERIA ILEGAL"
"3/12/2021","EL TIEMPO ","EN EL OPERATIVO SE ENCONTRARON 12 COMPUTADORES PORTÁTILES –QUE TENDRIAN CLAVES SOBRE LAS FINANZAS DE LA RED ILEGAL– Y UNA NEVERA EN LA QUE SE GUARDABAN LICORES FINOS PARA EL CONSUMO DE ‘GENTIL DUARTE’, EN EL CAMBUCHE PRINCIPAL ESTABA LA CAMA DEL JEFE DE LA DISIDENCIA Y HABIA ROPA DE MUJER, ADEMÁS SE ENCONTRARON 60 EQUIPOS DE CAMPAÑA NUEVOS, 200 KILOS DE VIVERES, 9 FUSILES, 8 PISTOLAS NUEVE MILIMETROS, MIRAS TELESCÓPICAS Y 2.547 CARTUCHOS DE DIFERENTES CALIBRES, LA MAYOR PARTE DEL CAMPAMENTO SIGUE EN PIE Y SIN DAÑO, PUES EL BOMBARDEO SE CONCENTRÓ SOLO EN EL SITIO QUE SE SABIA ESTABA DESTINADO PARA LA LLEGADA DE ‘GENTIL DUARTE’, QUIEN PASARIA LA NOCHE EN E L LUGAR.","https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/asi-quedo-el-campamento-bombardeado-por-la-fac-en-guaviare-572809","OTROS"
"5/22/2023","BBC NEWS MUNDO","EL ASESINATO DE CUATRO ADOLESCENTES INDIGENAS EN EL SUR DE COLOMBIA SUPONE UN NUEVO OBSTÁCULO PARA EL OBJETIVO DE ""PAZ TOTAL"" QUE PERSIGUE EL GOBIERNO DE GUSTAVO PETRO, LOS JÓVENES FUERON RECLUTADOS FORZOSAMENTE POR LAS DISIDENCIAS DE LA GUERRILLA DE LAS FARC EN SU PROPIO TERRITORIO Y LUEGO, A PESAR DE QUE ELLOS MISMOS LOGRARON ESCAPAR, ACABARON PERDIENDO LA VIDA, LA MASACRE EN LA QUE FUERON ASESINADOS OCURRIÓ EL PASADO 17 DE MAYO EN EL DEPARTAMENTO DEL PUTUMAYO. EL HECHO FUE DENUNCIADO TRES DIAS DESPUÉS POR LA ORGANIZACIÓN NACIONAL DE LOS PUEBLOS INDIGENAS DE LA AMAZONIA COLOMBIANA (OPIAC) EN REDES SOCIALES.","https://www.bbc.com/mundo/noticias-america-latina-65605987","OTROS"
"5/29/2023","CANAL 1","UN OPERATIVO EN CONJUNTO CON LA POLICIA NACIONAL, EL EJÉRCITO Y LA FISCALIA PERMITIÓ DARLE UN GOLPE AL GRUPO ARMADO  ‘COMANDOS DE FRONTERA’ DE LA LLAMADA ‘SEGUNDA MARQUETALIA’, LA OPERACIÓN QUE SE HIZO EN EL DEPARTAMENTO DE CAQUETÁ LOGRÓ LA CAPTURA DE SIETE INTEGRANTES DEL GAOR ESTRUCTURA 48 DE ESTA DISIDENCIA, LOS CAPTURADOS DEBERÁN RESPONDER POR DELITOS COMO CONCIERTO PARA DELINQUIR AGRAVADO, HOMICIDIO AGRAVADO Y TRÁFICO, FABRICACIÓN O PORTE DE ARMAS DE FUEGO.","https://noticias.canal1.com.co/nacional/caen-siete-miembros-de-la-segunda-marquetalia-en-caqueta/","OTROS"
"22/03/2019","EL MORICHAL","EL GUAINIA ES SINÓNIMO DE AGUA Y VIDA, SIENDO UNO DE LOS DEPARTAMENTOS CON MAYOR PRESENCIA DE FUENTES HIDRICAS DULCES DE COLOMBIA, QUE EN CONJUNTO CON LAS DENSAS SELVAS QUE SE LEVANTAN SOBRE SU TERRITORIO, LA CONVIERTE EN EL HOGAR DE MILES DE ESPECIES DE FAUNA Y FLORA, QUE APORTA UNA GRAN PROPORCIÓN DEL OXIGENO PARA UN PAIS, QUE CADA DIA SE AHOGA EN EL EFECTO INVERNADERO.","https://elmorichal.com/mineria-ilegal-radiografia-del-rio-inirida/","CONTAMINACION"
"27/12/2022","INFOBAE","ESTE MARTES 27 DE DICIEMBRE, CUATRO DIAS DESPUÉS DE QUE UNA EMBARCACIÓN QUEDARA ENCALLADA EN EL RIO PUTUMAYO Y CAUSARA DERRAME DE COMBUSTIBLE, LAS AUTORIDADES DE SOCORRO DEL DEPARTAMENTO RECOMENDARON A LA POBLACIÓN ALEDAÑA NO CONSUMIR EL AGUA NI EL PESCADO DE LA FUENTE HIDRICA. ADEMÁS, ESTÁN BUSCANDO ALTERNATIVAS PARA RESOLVER ESTA CRISIS AMBIENTAL MEDIANTE UN PUESTO DE MANDO UNIFICADO (PMU).","https://www.infobae.com/america/colombia/2022/12/27/derrame-de-combustible-en-rio-putumayo-causa-contaminacion-piden-no-beber-agua-ni-comer-pescado/","CONTAMINACION"
"6/9/2022","SEMANA","LIDERES INDIGENAS REUNIDOS ESTE MARTES EN LIMA (PERÚ) ADVIRTIERON QUE LA AMAZONIA SE ENCUENTRA EN “ALERTA ROJA”, PORQUE EL 26 % DE SU ECOSISTEMA HA SIDO DESTRUIDO IRREVERSIBLEMENTE POR LA DEFORESTACIÓN, LA CONTAMINACIÓN Y EL NARCOTRÁFICO.","https://www.semana.com/mundo/articulo/lideres-indigenas-la-amazonia-esta-en-alerta-roja-por-deforestacion-y-contaminacion/202254/","DEFORESTACION"
